"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @MattBiddick: Why the flora of NZ is not as unique as you might think: https://t.co/XRPXs1tu4R #nzes2015",FALSE,0,NA,2015-11-20 04:57:32,FALSE,NA,"667567430357487616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bugblokenz",4,TRUE,FALSE,NA,NA
"2","RT @JonCounts: While we've been indoors talking about citizen science at #nzes2015, citizens have made 570 nature observations on @naturewa…",FALSE,0,NA,2015-11-20 04:45:56,FALSE,NA,"667564509595172864",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MichaelPlankNZ",14,TRUE,FALSE,NA,NA
"3","RT @MattBiddick: Why the flora of NZ is not as unique as you might think: https://t.co/XRPXs1tu4R #nzes2015",FALSE,0,NA,2015-11-20 04:39:48,FALSE,NA,"667562967618052096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NZES2015",4,TRUE,FALSE,NA,NA
"4","RT @MediaGd: Thanks for a great conference! #NZES2015",FALSE,0,NA,2015-11-20 04:39:33,FALSE,NA,"667562905097793536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NZES2015",1,TRUE,FALSE,NA,NA
"5","RT @JonCounts: While we've been indoors talking about citizen science at #nzes2015, citizens have made 570 nature observations on @naturewa…",FALSE,0,NA,2015-11-20 04:38:52,FALSE,NA,"667562729536753665",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NZES2015",14,TRUE,FALSE,NA,NA
"6","RT @bugblokenz: #nzes2015 @SidonieCigale Moving beyond ad hoc #scicomm. We should be planning our outreach as thoroughly as we plan our sci…",FALSE,0,NA,2015-11-20 04:38:37,FALSE,NA,"667562666441883648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NZES2015",7,TRUE,FALSE,NA,NA
"7","RT @monica_a_peters: Aaaaaand off to the #nzes2015 writing retreat ar the Cass Field Station finish my #PhD @waikato https://t.co/6W4XV96Jpy",FALSE,0,NA,2015-11-20 04:38:08,FALSE,NA,"667562548460294144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NZES2015",1,TRUE,FALSE,NA,NA
"8","@bugblokenz @BioInFocus @RLOlsson Yep, could do. We toyed with it for #nzes2015",FALSE,1,"bugblokenz",2015-11-20 04:33:43,FALSE,"667556669694447616","667561435195572224","2213627784","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",0,FALSE,FALSE,NA,NA
"9","RT @Ohtpee: #nzes2015 Thank you for the opportunity to attend as a #kauriseedscholar feeling very grateful for all I've learned https://t.c…",FALSE,0,NA,2015-11-20 04:27:26,FALSE,NA,"667559853523513345",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JohnathonRidden",2,TRUE,FALSE,NA,NA
"10","RT @bugblokenz: #nzes2015 C3 Emeny: Important to get this right from the outset or we will disengage lots of people from #CitizenScience",FALSE,0,NA,2015-11-20 04:18:13,FALSE,NA,"667557534299848704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sponginthecity",3,TRUE,FALSE,NA,NA
"11","RT @NZES2015: To build on #nzes2015 we have set up a list of those interested in NZ ecology https://t.co/oniHlhQzvL Let us know who else sh…",FALSE,0,NA,2015-11-20 04:11:49,FALSE,NA,"667555922575691776",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","jcusens",6,TRUE,FALSE,NA,NA
"12","Thanks for a great conference! #NZES2015",FALSE,1,NA,2015-11-20 04:10:14,FALSE,NA,"667555527136690177",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MediaGd",1,FALSE,FALSE,NA,NA
"13","RT @NZES2015: To build on #nzes2015 we have set up a list of those interested in NZ ecology https://t.co/oniHlhQzvL Let us know who else sh…",FALSE,0,NA,2015-11-20 03:49:29,FALSE,NA,"667550304800366594",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LoraxCate",6,TRUE,FALSE,NA,NA
"14","RT @NZES2015: Well done @Josie_Anya from @AklEcol @AucklandUni on receiving the #nzes2015 best publication award https://t.co/LtXhND2bo3",FALSE,0,NA,2015-11-20 01:44:25,FALSE,NA,"667518828415348736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SarahJKnight1",7,TRUE,FALSE,NA,NA
"15","Aaaaaand off to the #nzes2015 writing retreat ar the Cass Field Station finish my #PhD @waikato https://t.co/6W4XV96Jpy",FALSE,5,NA,2015-11-20 01:08:33,FALSE,NA,"667509803258769408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","monica_a_peters",1,FALSE,FALSE,NA,NA
"16","RT @JonCounts: #nzes2015 ""Landscapes function as a single systems: nutrients and organisms don't respect our habitat boundaries."" Jason Tyl…",FALSE,0,NA,2015-11-20 00:37:16,FALSE,NA,"667501930957004800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HannahF_NZ",5,TRUE,FALSE,NA,NA
"17","RT @JonCounts: #nzes2015 ""Landscapes function as a single systems: nutrients and organisms don't respect our habitat boundaries."" Jason Tyl…",FALSE,0,NA,2015-11-19 23:58:11,FALSE,NA,"667492096857649153",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","OLoughlinLS",5,TRUE,FALSE,NA,NA
"18","RT @bugblokenz: #nzes2015 C2 Bryan: Biological control with pheromones - mating disruption, lure &amp; kill, or pheromone traps.",FALSE,0,NA,2015-11-19 23:48:03,FALSE,NA,"667489543239651328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","semiochemical",2,TRUE,FALSE,NA,NA
"19","RT @NZES2015: To build on #nzes2015 we have set up a list of those interested in NZ ecology https://t.co/oniHlhQzvL Let us know who else sh…",FALSE,0,NA,2015-11-19 23:41:25,FALSE,NA,"667487876582473728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LauraMYoung80",6,TRUE,FALSE,NA,NA
"20","RT @JonCounts: #nzes2015 ""Landscapes function as a single systems: nutrients and organisms don't respect our habitat boundaries."" Jason Tyl…",FALSE,0,NA,2015-11-19 23:36:24,FALSE,NA,"667486613480456193",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",5,TRUE,FALSE,NA,NA
"21","RT @MarineNoMad: Woohoo just won Outstanding Poster award, great closing of this very enjoyable #nzes2015 conference. Hope sponsors @QEIINa…",FALSE,0,NA,2015-11-19 23:35:35,FALSE,NA,"667486408550957056",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",2,TRUE,FALSE,NA,NA
"22","RT @monica_a_peters: #citsci workshop kicks off summarizing projects currently underway in NZ #nzes2015 https://t.co/nstlBe2jd7",FALSE,0,NA,2015-11-19 23:35:10,FALSE,NA,"667486301139013633",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",1,TRUE,FALSE,NA,NA
"23","RT @CillaWehi: #nzes2015 Ngā mihi ki a koutou ko Dave ko Laura mā. Great conference. Thanks for all your hard work.",FALSE,0,NA,2015-11-19 23:34:55,FALSE,NA,"667486239256252420",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",3,TRUE,FALSE,NA,NA
"24","RT @couxycam: Really impressed by the quality of the talks here at #NZES2015. Great job everybody!!",FALSE,0,NA,2015-11-19 23:34:40,FALSE,NA,"667486178187194368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",1,TRUE,FALSE,NA,NA
"25","RT @Brydski: #nzes2015 was such an awesome week! So privileged and so thankful to have been awarded a Kauri Seed Scholarship to attend!",FALSE,0,NA,2015-11-19 23:34:28,FALSE,NA,"667486125393510400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",1,TRUE,FALSE,NA,NA
"26","RT @monica_a_peters: And amazingly there is still brain power available after a v dynamic #nzes2015 conference 4 the #citsci wkshp! https:/…",FALSE,0,NA,2015-11-19 23:34:16,FALSE,NA,"667486076009738240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",1,TRUE,FALSE,NA,NA
"27","RT @NancyLongnecker: Yay, Javiera! At the NZ Ecological Society #nzes2015 two citizen science projects - native frogs and community :) http…",FALSE,0,NA,2015-11-19 23:33:46,FALSE,NA,"667485951266959361",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",2,TRUE,FALSE,NA,NA
"28","RT @NZES2015: @CillaWehi thanks so much. We are stoked with how it went and thank everyone for their participation! #nzes2015 rocked!! :-)",FALSE,0,NA,2015-11-19 23:33:30,FALSE,NA,"667485883205967872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",1,TRUE,FALSE,NA,NA
"29","RT @Ohtpee: #nzes2015 Thank you for the opportunity to attend as a #kauriseedscholar feeling very grateful for all I've learned https://t.c…",FALSE,0,NA,2015-11-19 23:33:16,FALSE,NA,"667485822581542912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",2,TRUE,FALSE,NA,NA
"30","RT @LoraxCate: Fabulous job by @LauraMYoung80 and @profdavidnorton on a stimulating and enjoyable #nzes2015 conference.",FALSE,0,NA,2015-11-19 23:32:38,FALSE,NA,"667485667174187008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",1,TRUE,FALSE,NA,NA
"31","RT @LauraMYoung80: @LoraxCate @profdavidnorton thanks! It was great fun and such an awesome turnout. #nzes2015 is hopefully one to remember",FALSE,0,NA,2015-11-19 23:32:26,FALSE,NA,"667485612677578752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",2,TRUE,FALSE,NA,NA
"32","RT @OliviaRata: Massive congrats to @annamh_nz who just won nz zoo soc best poster at #NZES2015!!",FALSE,0,NA,2015-11-19 23:31:58,FALSE,NA,"667485496109498368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",3,TRUE,FALSE,NA,NA
"33","RT @annamh_nz: @OliviaRata Thank you! Congrats to you too for your outstanding presentation award!  Was a great talk! #nzes2015",FALSE,0,NA,2015-11-19 23:31:41,FALSE,NA,"667485427989745664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",1,TRUE,FALSE,NA,NA
"34","RT @annamh_nz: Really enjoyed my very first conference! Tired but happy. Thanks to all #nzes2015",FALSE,0,NA,2015-11-19 23:31:19,FALSE,NA,"667485333546663936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",1,TRUE,FALSE,NA,NA
"35","RT @simpson_angela1: Excellent night walk looking for weta with @wetanutnz_mcdee in Banks Peninsula to top-off an inspiring #nzes2015",FALSE,0,NA,2015-11-19 23:31:02,FALSE,NA,"667485261631127554",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",2,TRUE,FALSE,NA,NA
"36","RT @MattBiddick: Awesome week down in Christchurch! Great people, big ideas, amazing dedication. See you all next year! #nzes2015",FALSE,0,NA,2015-11-19 23:30:55,FALSE,NA,"667485232770080769",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",2,TRUE,FALSE,NA,NA
"37","RT @LaughlinEcoLab: Highlight of #NZES2015: all the fantastic student talks. Well done everyone! Great to see your passion and critical tho…",FALSE,0,NA,2015-11-19 23:30:43,FALSE,NA,"667485182425853953",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",1,TRUE,FALSE,NA,NA
"38","RT @NZES2015: Welcome to Twitter @MattBiddick! ecologist from Wellington #nzes2015",FALSE,0,NA,2015-11-19 23:30:36,FALSE,NA,"667485154282094592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",1,TRUE,FALSE,NA,NA
"39","RT @MattBiddick: Why the flora of NZ is not as unique as you might think: https://t.co/XRPXs1tu4R #nzes2015",FALSE,0,NA,2015-11-19 23:30:20,FALSE,NA,"667485084203618304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",4,TRUE,FALSE,NA,NA
"40","RT @connectiveCraig: Ruud Kleinpaste. ""You need at least 20min/day of nature time, unless you're busy. Then you need an hour."" #nzes2015",FALSE,0,NA,2015-11-19 23:24:18,FALSE,NA,"667483568847867905",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wasabi_kiwi",15,TRUE,FALSE,NA,NA
"41","RT @NZES2015: To build on #nzes2015 we have set up a list of those interested in NZ ecology https://t.co/oniHlhQzvL Let us know who else sh…",FALSE,0,NA,2015-11-19 23:22:53,FALSE,NA,"667483213049167873",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MichaelPlankNZ",6,TRUE,FALSE,NA,NA
"42","RT @bugblokenz: #nzes2015 @SidonieCigale Moving beyond ad hoc #scicomm. We should be planning our outreach as thoroughly as we plan our sci…",FALSE,0,NA,2015-11-19 23:17:55,FALSE,NA,"667481962441928704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",7,TRUE,FALSE,NA,NA
"43","RT @jcusens: @SidonieCigale argues that tweeting from conferences draws attention from reporters and so increase visibility in mainstream m…",FALSE,0,NA,2015-11-19 23:17:47,FALSE,NA,"667481929336250368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",7,TRUE,FALSE,NA,NA
"44","RT @jmrbrock: Many thanks to the organisers of #nzes2015 Great conference! @NZES2015 Now off camping in Westland... Yuss...",FALSE,0,NA,2015-11-19 23:15:31,FALSE,NA,"667481359485550593",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",2,TRUE,FALSE,NA,NA
"45","RT @NZES2015: To build on #nzes2015 we have set up a list of those interested in NZ ecology https://t.co/oniHlhQzvL Let us know who else sh…",FALSE,0,NA,2015-11-19 23:14:48,FALSE,NA,"667481176265789443",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","EcologyVictoria",6,TRUE,FALSE,NA,NA
"46","RT @NZES2015: To build on #nzes2015 we have set up a list of those interested in NZ ecology https://t.co/oniHlhQzvL Let us know who else sh…",FALSE,0,NA,2015-11-19 23:09:16,FALSE,NA,"667479786013392896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",6,TRUE,FALSE,NA,NA
"47","RT @BioprotectionNZ: Thanks for regular tweets from #nzes2015 day 3 and still going strong @bugblokenz @LoraxCate @nzwormgirl @TimCurran8",FALSE,0,NA,2015-11-19 23:08:17,FALSE,NA,"667479536431271936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NZES2015",2,TRUE,FALSE,NA,NA
"48","To build on #nzes2015 we have set up a list of those interested in NZ ecology https://t.co/oniHlhQzvL Let us know who else should be on it",FALSE,4,NA,2015-11-19 23:07:22,FALSE,NA,"667479307019685888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NZES2015",6,FALSE,FALSE,NA,NA
"49","Why the flora of NZ is not as unique as you might think: https://t.co/XRPXs1tu4R #nzes2015",FALSE,1,NA,2015-11-19 22:58:47,FALSE,NA,"667477145732517888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MattBiddick",4,FALSE,FALSE,NA,NA
"50","RT @jmrbrock: Many thanks to the organisers of #nzes2015 Great conference! @NZES2015 Now off camping in Westland... Yuss...",FALSE,0,NA,2015-11-19 22:56:03,FALSE,NA,"667476459695411200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NZES2015",2,TRUE,FALSE,NA,NA
"51","RT @SidonieCigale: @profdavidnorton @LauraMYoung80 @TimCurran8 Thanks for inviting me down to talk to ecologists about #scicomm today at #n…",FALSE,0,NA,2015-11-19 21:43:08,FALSE,NA,"667458108466171904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LauraMYoung80",2,TRUE,FALSE,NA,NA
"52","RT @BioprotectionNZ: Thanks for regular tweets from #nzes2015 day 3 and still going strong @bugblokenz @LoraxCate @nzwormgirl @TimCurran8",FALSE,0,NA,2015-11-19 21:39:32,FALSE,NA,"667457203473780736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",2,TRUE,FALSE,NA,NA
"53","RT @SidonieCigale: @profdavidnorton @LauraMYoung80 @TimCurran8 Thanks for inviting me down to talk to ecologists about #scicomm today at #n…",FALSE,0,NA,2015-11-19 21:36:57,FALSE,NA,"667456554392616960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",2,TRUE,FALSE,NA,NA
"54","Many thanks to the organisers of #nzes2015 Great conference! @NZES2015 Now off camping in Westland... Yuss...",FALSE,3,NA,2015-11-19 19:41:22,FALSE,NA,"667427464021483521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jmrbrock",2,FALSE,FALSE,NA,NA
"55","RT @monica_a_peters: Tim-Collaboration with @LincolnUniNZ and Goodnature traps &amp; doing some serious research with the students including no…",FALSE,0,NA,2015-11-19 19:27:25,FALSE,NA,"667423953422589952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","soanes_andrea",3,TRUE,FALSE,NA,NA
"56","RT @LoraxCate: A plug for the Citizen Science Association biannual conference from @kejames https://t.co/ys9euHQGPt #citsci #nzes2015",FALSE,0,NA,2015-11-19 19:21:55,FALSE,NA,"667422569012830208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","weedyk8",8,TRUE,FALSE,NA,NA
"57","RT @LoraxCate: A plug for the Citizen Science Association biannual conference from @kejames https://t.co/ys9euHQGPt #citsci #nzes2015",FALSE,0,NA,2015-11-19 18:58:46,FALSE,NA,"667416742956654592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bugblokenz",8,TRUE,FALSE,NA,NA
"58","Welcome to Twitter @MattBiddick! ecologist from Wellington #nzes2015",FALSE,2,NA,2015-11-19 18:51:34,FALSE,NA,"667414932405686272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NZES2015",1,FALSE,FALSE,NA,NA
"59","RT @MattBiddick: Awesome week down in Christchurch! Great people, big ideas, amazing dedication. See you all next year! #nzes2015",FALSE,0,NA,2015-11-19 18:49:00,FALSE,NA,"667414285744631808",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NZES2015",2,TRUE,FALSE,NA,NA
"60","RT @bugblokenz: #nzes2015 Tylianakis: How do we manage landscapes with multiple landowners in the face of ""tragedy of the commons""?",FALSE,0,NA,2015-11-19 18:48:20,FALSE,NA,"667414119289520129",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kerryecharles",4,TRUE,FALSE,NA,NA
"61","RT @marieamanda83: There will always be consequences of intensification on the surrounding landscape - JT #nzes2015",FALSE,0,NA,2015-11-19 18:48:13,FALSE,NA,"667414087882555392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kerryecharles",1,TRUE,FALSE,NA,NA
"62","Welcome to Twitter @BycroftChris immediate past president of the NZES! #nzes2015",FALSE,0,NA,2015-11-19 18:47:24,FALSE,NA,"667413882265145344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NZES2015",0,FALSE,FALSE,NA,NA
"63","RT @simpson_angela1: Excellent night walk looking for weta with @wetanutnz_mcdee in Banks Peninsula to top-off an inspiring #nzes2015",FALSE,0,NA,2015-11-19 18:42:30,FALSE,NA,"667412652545609729",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NZES2015",2,TRUE,FALSE,NA,NA
"64","Highlight of #NZES2015: all the fantastic student talks. Well done everyone! Great to see your passion and critical thought in action.",FALSE,1,NA,2015-11-19 18:25:59,FALSE,NA,"667408495768014848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaughlinEcoLab",1,FALSE,FALSE,NA,NA
"65","RT @marieamanda83: JT - his data cast serious aspersions on the ability to continually intensify land while also somehow 'safeguarding' nat…",FALSE,0,NA,2015-11-19 17:25:23,FALSE,NA,"667393245115121664",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Olivefarmer",3,TRUE,FALSE,NA,NA
"66","RT @AmphibianPhil: #frogOTD Leiopelma hochstetteri; Hochstetter's Frog, need your help https://t.co/MwjFq4AKSe #NZES2015 @AmphibiaWeb https…",FALSE,0,NA,2015-11-19 16:53:47,FALSE,NA,"667385292509151232",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","AmphibiaWeb",4,TRUE,FALSE,NA,NA
"67","RT @JonCounts: While we've been indoors talking about citizen science at #nzes2015, citizens have made 570 nature observations on @naturewa…",FALSE,0,NA,2015-11-19 13:35:29,FALSE,NA,"667335385777745920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SarahSouthall4",14,TRUE,FALSE,NA,NA
"68","Excellent night walk looking for weta with @wetanutnz_mcdee in Banks Peninsula to top-off an inspiring #nzes2015",FALSE,5,NA,2015-11-19 12:14:30,FALSE,NA,"667315007869181955",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","simpson_angela1",2,FALSE,FALSE,NA,NA
"69","Awesome week down in Christchurch! Great people, big ideas, amazing dedication. See you all next year! #nzes2015",FALSE,3,NA,2015-11-19 09:52:26,FALSE,NA,"667279255928107010",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MattBiddick",2,FALSE,FALSE,NA,NA
"70","@profdavidnorton @LauraMYoung80 @TimCurran8 Thanks for inviting me down to talk to ecologists about #scicomm today at #nzes2015 Great conf!",FALSE,3,"profdavidnorton",2015-11-19 09:45:08,FALSE,NA,"667277417967321088","859322436","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SidonieCigale",2,FALSE,FALSE,NA,NA
"71","RT @connectiveCraig: Ruud Kleinpaste. ""You need at least 20min/day of nature time, unless you're busy. Then you need an hour."" #nzes2015",FALSE,0,NA,2015-11-19 09:32:35,FALSE,NA,"667274259736207360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PhdGeek",15,TRUE,FALSE,NA,NA
"72","RT @connectiveCraig: Ruud Kleinpaste. ""You need at least 20min/day of nature time, unless you're busy. Then you need an hour."" #nzes2015",FALSE,0,NA,2015-11-19 09:32:09,FALSE,NA,"667274151112126464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Julie_B92",15,TRUE,FALSE,NA,NA
"73","RT @estheraceae: Dispersal distance relates better to plant height than seed mass, even when broken down by dispersal syndrome - Fiona Thom…",FALSE,0,NA,2015-11-19 09:22:12,FALSE,NA,"667271645011267584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ZarahPattison",4,TRUE,FALSE,NA,NA
"74","#bibleverse Download ios bible app with listen the verses - https://t.co/gBfdrtYd4O  https://t.co/cKLboV1ioQ   #nzes2015",FALSE,0,NA,2015-11-19 09:18:28,FALSE,NA,"667270705650626560",NA,"<a href=""http://eldoradocreation.com"" rel=""nofollow"">New Bible with audio option 1</a>","holy_bible_read",0,FALSE,FALSE,NA,NA
"75","RT @connectiveCraig: Ruud Kleinpaste. ""You need at least 20min/day of nature time, unless you're busy. Then you need an hour."" #nzes2015",FALSE,0,NA,2015-11-19 09:17:38,FALSE,NA,"667270498766577664",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","ethernz",15,TRUE,FALSE,NA,NA
"76","RT @connectiveCraig: Ruud Kleinpaste. ""You need at least 20min/day of nature time, unless you're busy. Then you need an hour."" #nzes2015",FALSE,0,NA,2015-11-19 09:04:54,FALSE,NA,"667267291768184832",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","AlfieKaka",15,TRUE,FALSE,NA,NA
"77","Welcome to Twitter @malyonb! Ecologist from Christchurch. #nzes2015",FALSE,1,NA,2015-11-19 09:04:46,FALSE,NA,"667267261309153280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NZES2015",0,FALSE,FALSE,NA,NA
"78","RT @estheraceae: Dispersal distance relates better to plant height than seed mass, even when broken down by dispersal syndrome - Fiona Thom…",FALSE,0,NA,2015-11-19 09:03:47,FALSE,NA,"667267011404275717",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Wagner__Markus",4,TRUE,FALSE,NA,NA
"79","RT @jcusens: @TimCurran8 giving a shoutout to all veteran tweeps and new tweepers #nzes2015 Good on you all! It's been fun.",FALSE,0,NA,2015-11-19 08:52:12,FALSE,NA,"667264097273016320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",1,TRUE,FALSE,NA,NA
"80","RT @LoraxCate: Now it's @SidonieCigale on science communication and ecology. Nice intro from @TimCurran8  #nzes2015",FALSE,0,NA,2015-11-19 08:52:08,FALSE,NA,"667264078297956352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimCurran8",1,TRUE,FALSE,NA,NA
"81","RT @OliviaRata: Massive congrats to @annamh_nz who just won nz zoo soc best poster at #NZES2015!!",FALSE,0,NA,2015-11-19 08:51:39,FALSE,NA,"667263960165421056",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","channell_thoms",3,TRUE,FALSE,NA,NA
"82","#bibleverse Download ios bible app with listen the verses - https://t.co/UtfQlNmbIN   https://t.co/yoKYjVKBWz   #nzes2015",FALSE,0,NA,2015-11-19 08:48:43,FALSE,NA,"667263221703675904",NA,"<a href=""http://erased9082449.com"" rel=""nofollow"">erased9082449</a>","yogeshthakkartp",0,FALSE,FALSE,NA,NA
"83","Really enjoyed my very first conference! Tired but happy. Thanks to all #nzes2015",FALSE,6,NA,2015-11-19 08:44:17,FALSE,NA,"667262104269795328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","annamh_nz",1,FALSE,FALSE,NA,NA
"84","RT @LauraMYoung80: @LoraxCate @profdavidnorton thanks! It was great fun and such an awesome turnout. #nzes2015 is hopefully one to remember",FALSE,0,NA,2015-11-19 08:32:44,FALSE,NA,"667259197176737792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marieamanda83",2,TRUE,FALSE,NA,NA
